,zip_code,count,latitude,longitude,Price_1,Price_2,Price_3,Price_4,Rating_1,Rating_1.5,Rating_2,Rating_2.5,Rating_3,Rating_3.5,Rating_4,Rating_4.5,Rating_5,count_businesses,city
0,90000,1,34.000532,-118.46558600000002,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Venice
1,90001,30,33.97652996342571,-118.24922960392675,18,12,0,0,0,0,0,0,0,6,8,13,3,30,Los Angeles
2,90002,4,33.948102225,-118.24858227499999,3,1,0,0,0,0,0,0,0,0,3,1,0,4,Los Angeles
3,90003,20,33.971906278784175,-118.27253932256346,16,4,0,0,0,0,0,1,1,3,7,7,1,20,Los Angeles
4,90004,29,34.076563012499825,-118.31033147603273,10,19,0,0,0,0,0,0,0,1,19,6,3,29,Los Angeles
5,90005,45,34.0590833702854,-118.29883462561476,11,33,1,0,0,0,0,0,1,6,23,15,0,45,Los Angeles
6,90006,60,34.04931887293776,-118.29643691357127,22,37,1,0,0,0,0,0,0,11,28,21,0,60,Los Angeles
7,90007,91,34.02579328299164,-118.28317041898032,50,41,0,0,0,0,0,4,10,22,26,25,4,91,Los Angeles
8,90008,30,34.00900099124261,-118.33220868980888,16,14,0,0,0,2,2,2,1,7,7,7,2,30,Los Angeles
9,90010,34,34.061804977851104,-118.30319744479465,13,20,1,0,0,0,0,0,0,2,19,13,0,34,Los Angeles
10,90011,30,34.003180940413266,-118.26293410631021,23,6,1,0,0,0,0,0,0,1,8,16,5,30,Los Angeles
11,90012,125,34.055361400496714,-118.2396544794888,43,69,11,2,0,0,0,0,1,24,65,32,3,125,Los Angeles
12,90013,105,34.04726812375652,-118.24479296522826,27,71,5,2,0,0,0,0,1,12,55,34,3,105,Los Angeles
13,90014,54,34.044896001206034,-118.25276107988176,11,40,1,2,0,0,0,0,1,8,25,17,3,54,Los Angeles
14,90015,48,34.041507877425055,-118.26235210609485,12,29,6,1,0,0,0,0,1,10,20,14,3,48,Los Angeles
15,90016,25,34.029732880441784,-118.34356658262945,9,16,0,0,0,0,1,1,2,2,15,3,1,25,Los Angeles
16,90017,105,34.05087979824808,-118.262324709184,42,53,8,2,0,0,2,2,6,29,43,20,3,105,Los Angeles
17,90018,32,34.033030024393994,-118.31494878794312,23,8,1,0,0,0,0,1,3,8,11,8,1,32,Los Angeles
18,90019,63,34.0500232456072,-118.3379185378689,29,32,2,0,0,0,0,0,1,12,23,27,0,63,Los Angeles
19,90020,60,34.064826081562636,-118.30056771234742,13,44,2,1,0,0,0,0,0,4,33,22,1,60,Los Angeles
20,90021,32,34.033566050849764,-118.23581516698707,9,20,2,1,0,0,0,0,0,1,10,17,4,32,Los Angeles
21,90022,36,34.02744859424704,-118.15519343738599,22,14,0,0,0,0,0,0,0,2,15,15,4,36,Los Angeles
22,90023,14,34.02705311174902,-118.2096088039912,10,4,0,0,0,0,0,0,0,1,5,7,1,14,Los Angeles
23,90024,89,34.06000635677735,-118.44270501462032,29,56,4,0,0,0,0,0,7,25,42,14,1,89,Los Angeles
24,90025,89,34.04395383987653,-118.44703787164222,21,60,5,3,0,0,0,0,0,18,53,14,4,89,Los Angeles
25,90026,72,34.079412266060984,-118.26632272911034,28,42,2,0,0,0,2,0,1,9,35,22,3,72,Los Angeles
26,90027,71,34.10378717327188,-118.29160256351379,19,51,1,0,0,0,0,0,0,14,33,21,3,71,Los Angeles
27,90028,99,34.13334238471312,-118.34104278390713,30,56,12,1,0,0,0,1,1,16,48,33,0,99,Los Angeles
28,90029,38,34.09005915155358,-118.29098377739362,10,26,1,1,0,0,0,0,0,2,16,19,1,38,Los Angeles
29,90031,22,34.07212592397424,-118.21181427944626,17,5,0,0,0,0,0,0,1,2,8,10,1,22,Los Angeles
30,90032,67,34.079634603821866,-118.17402836613002,56,11,0,0,0,2,1,5,5,14,18,16,6,67,Los Angeles
31,90033,64,34.047541916951744,-118.21174522407391,47,17,0,0,0,0,0,0,1,5,22,25,11,64,Los Angeles
32,90034,37,34.02549451806356,-118.40355179401696,14,21,0,2,0,0,0,0,0,6,20,11,0,37,Los Angeles
33,90035,39,34.05423683957164,-118.38375122947589,6,31,2,0,0,0,0,0,0,8,16,14,1,39,Los Angeles
34,90036,77,34.070204865118406,-118.35199614639326,13,59,5,0,0,0,0,0,1,14,42,17,3,77,Los Angeles
35,90037,32,34.00568974515301,-118.28785939617578,20,12,0,0,0,1,1,0,1,10,8,7,4,32,Los Angeles
36,90038,39,34.087671398288705,-118.3315960523464,9,21,6,3,0,0,0,0,0,1,25,13,0,39,Los Angeles
37,90039,38,34.11451936965506,-118.26071717032796,9,27,2,0,0,0,0,0,0,6,20,11,1,38,Los Angeles
38,90040,14,33.99613829837722,-118.16145605082171,8,6,0,0,0,0,0,0,1,2,2,8,1,14,Commerce
39,90041,88,34.1359411449118,-118.2102634936768,41,47,0,0,0,0,0,1,6,16,34,30,1,88,Los Angeles
40,90042,94,34.11442805393368,-118.19589784057305,49,44,1,0,0,0,0,1,5,14,43,28,3,94,Los Angeles
41,90043,24,33.98659982079089,-118.3332552886604,14,10,0,0,0,0,0,1,3,5,11,3,1,24,Los Angeles
42,90044,15,33.97117260935552,-118.29244881112892,12,3,0,0,0,0,1,1,0,6,3,4,0,15,Los Angeles
43,90045,77,33.95916941882361,-118.3983476388506,24,51,2,0,0,0,0,1,5,22,33,11,5,77,Los Angeles
44,90046,45,34.09081358530878,-118.35557094172887,3,38,4,0,0,0,0,0,0,8,20,15,2,45,Los Angeles
45,90047,25,33.972770864574684,-118.30930738777482,16,9,0,0,0,1,1,2,1,5,9,4,2,25,Los Angeles
46,90048,68,34.07343052028674,-118.37423318320239,4,44,17,3,0,0,0,0,0,7,39,20,2,68,Los Angeles
47,90049,24,34.061144217213176,-118.46957063381763,1,13,8,2,0,0,0,0,0,2,16,6,0,24,Los Angeles
48,90056,4,33.98762593418458,-118.36312684989676,0,4,0,0,0,0,0,0,0,0,1,2,1,4,Los Angeles
49,90057,63,34.063810416607126,-118.27770281464502,48,13,0,2,0,0,3,4,6,11,21,14,4,63,Los Angeles
50,90058,7,34.00413103996883,-118.22111044585729,4,3,0,0,0,0,0,0,0,0,3,4,0,7,Vernon
51,90059,13,33.929909442534885,-118.24364232561717,9,4,0,0,0,0,0,0,2,2,4,3,2,13,Los Angeles
52,90061,8,33.92108442041404,-118.26901069873001,6,2,0,0,0,0,0,0,0,3,1,3,1,8,Los Angeles
53,90062,20,34.007518855301235,-118.30844279090654,14,6,0,0,0,1,1,1,2,5,6,3,1,20,Los Angeles
54,90063,17,34.046325051011905,-118.18694847658006,12,5,0,0,0,0,0,2,0,0,9,5,1,17,Los Angeles
55,90064,38,34.037576932205354,-118.43295611808962,9,26,1,2,0,0,0,1,0,7,18,12,0,38,Los Angeles
56,90065,14,34.110651408643946,-118.22772771399192,8,6,0,0,0,0,0,0,0,0,7,6,1,14,Los Angeles
57,90066,56,33.995998058165085,-118.42886457929697,13,41,2,0,0,0,0,0,0,7,32,16,1,56,Los Angeles
58,90067,83,34.05926687135393,-118.41788124923895,23,50,10,0,0,0,1,3,15,25,30,6,3,83,Los Angeles
59,90068,9,34.12497006351434,-118.34730281934965,1,7,1,0,0,0,0,0,0,1,2,5,1,9,Los Angeles
60,90069,78,34.08822292705171,-118.38037490931963,6,48,21,3,0,0,0,0,0,26,39,13,0,78,Los Angeles
61,90071,38,34.051585665035105,-118.25483087639496,8,23,5,2,0,0,0,0,0,12,17,7,2,38,Los Angeles
62,90077,10,34.12128228,-118.4486173,1,5,3,1,0,0,0,0,0,2,6,2,0,10,Los Angeles
63,90089,22,34.02197758067678,-118.28558700323164,8,14,0,0,0,0,0,2,4,6,6,3,1,22,Los Angeles
64,90094,19,33.976898974857605,-118.41527315129109,3,16,0,0,0,0,0,0,1,5,10,2,1,19,Los Angeles
65,90095,3,34.068663566666665,-118.44501023333333,1,2,0,0,0,0,0,0,0,1,2,0,0,3,Los Angeles
66,90101,1,33.97883,-118.24993,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Los Angeles
67,90189,2,34.031336064440055,-118.26410294116951,1,1,0,0,0,0,0,0,1,1,0,0,0,2,Los Angeles
68,90201,31,33.973546783258755,-118.18183996129498,18,13,0,0,0,0,0,0,1,5,14,10,1,31,Bell
69,90209,2,34.0739575,-118.4115495,0,1,1,0,0,0,0,0,0,1,1,0,0,2,Beverly Hills
70,90210,56,34.06940332991953,-118.40457291475538,2,28,13,13,0,0,0,0,2,16,26,12,0,56,Beverly Hills
71,90211,22,34.065818565082694,-118.38026980683061,4,10,5,3,0,0,0,0,0,0,13,7,2,22,Beverly Hills
72,90212,51,34.06429588020762,-118.40145110273679,3,28,14,6,0,0,0,0,0,9,24,15,3,51,Beverly Hills
73,90220,22,33.883837950043464,-118.23361828222468,18,4,0,0,0,0,0,0,0,2,9,8,3,22,Compton
74,90221,18,33.89573656020357,-118.20627765589582,15,3,0,0,0,0,0,0,0,4,5,6,3,18,Compton
75,90222,9,33.91053407127484,-118.23339550060288,7,2,0,0,0,0,0,0,2,0,4,3,0,9,Compton
76,90230,52,33.99621015850661,-118.40368209356076,27,25,0,0,0,0,0,1,5,18,15,11,2,52,Culver City
77,90232,80,34.01783411951964,-118.38911290459892,14,63,2,1,0,0,0,0,0,16,48,13,3,80,Costa Mesa
78,90240,30,33.95498516936748,-118.11973676458524,12,18,0,0,0,0,0,0,0,9,12,9,0,30,Downey
79,90241,53,33.94005238749817,-118.13179652960024,23,30,0,0,0,0,0,1,4,14,23,11,0,53,Downey
80,90242,29,33.922021211149676,-118.13734069656287,13,15,1,0,0,0,0,1,0,7,13,8,0,29,Downey
81,90245,62,33.91492992894952,-118.40205112661512,17,44,1,0,0,0,0,0,0,9,37,15,1,62,El Segundo
82,90247,70,33.88714536477817,-118.30394349917063,28,42,0,0,0,0,0,1,4,9,37,17,2,70,Gardena
83,90248,33,33.872934250195726,-118.29763474220209,15,15,3,0,0,0,0,0,3,2,20,7,1,33,Carson
84,90249,46,33.89525287661052,-118.3134499247153,21,25,0,0,0,0,0,0,0,5,26,15,0,46,Gardena
85,90250,36,33.91312943695986,-118.35174573315443,18,18,0,0,0,0,0,0,0,9,19,8,0,36,Hawthorne
86,90254,65,33.86174968012371,-118.3978432381256,17,43,5,0,0,0,0,0,1,16,28,20,0,65,Hermosa Beach
87,90255,62,33.97883191502173,-118.22185574396885,42,20,0,0,0,0,0,0,4,15,20,18,5,62,Huntington Park
88,90260,26,33.89118136637077,-118.35315977900915,13,13,0,0,0,0,0,0,0,2,9,13,2,26,Lawndale
89,90262,35,33.929542493909786,-118.20681035684478,22,13,0,0,0,0,0,0,3,13,13,6,0,35,Lynwood
90,90263,1,34.0363235473633,-118.686386108398,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Malibu
91,90265,26,34.03433032942266,-118.7213023756474,2,19,3,2,0,0,0,0,1,5,18,2,0,26,Malibu
92,90266,77,33.88965367474973,-118.4035595870463,16,51,9,1,0,0,0,0,2,15,44,16,0,77,Manhattan Beach
93,90270,22,33.98774398903424,-118.18681449448273,17,5,0,0,0,0,0,0,1,4,9,7,1,22,Maywood
94,90272,5,34.05058691006806,-118.53937550450219,2,2,1,0,0,0,0,0,1,0,1,2,1,5,Pacific Palisades
95,90274,14,33.7748699589608,-118.37179987272359,4,10,0,0,0,0,0,0,0,2,8,3,1,14,Rolling Hills Estate
96,90275,25,33.72049963481409,-118.29557859860358,4,16,3,2,0,0,0,0,2,10,9,4,0,25,Solana Beach
97,90277,90,33.834130872535745,-118.38730180641753,20,65,5,0,0,0,0,0,1,15,39,33,2,90,Redondo Beach
98,90278,36,33.8769496721944,-118.36675981390798,13,23,0,0,0,0,0,0,0,6,18,11,1,36,Redondo Beach
99,90280,44,33.945493115171026,-118.19742638867082,29,15,0,0,0,0,0,0,3,7,20,11,3,44,South Gate
100,90290,6,34.09623199909112,-118.60327776388318,1,4,1,0,0,0,0,0,0,1,4,0,1,6,Los Angeles
101,90291,78,33.99339725848334,-118.46659777961533,19,52,7,0,0,0,0,0,1,20,33,23,1,78,Venice
102,90292,57,33.98322944110963,-118.44889689925523,9,40,8,0,0,0,0,0,5,14,29,9,0,57,Marina Del Rey
103,90293,20,33.956658640691856,-118.44550292154995,5,14,1,0,0,0,0,0,0,3,13,4,0,20,Playa Del Rey
104,90301,49,33.95974643468897,-118.35618839919444,28,21,0,0,0,0,0,0,3,8,22,15,1,49,Inglewood
105,90302,21,33.975448709483935,-118.35930402046813,6,15,0,0,0,0,0,0,1,5,7,6,2,21,Inglewood
106,90303,12,33.93808864771968,-118.333105807207,6,6,0,0,0,0,1,1,1,3,5,1,0,12,Inglewood
107,90304,19,33.9380969876644,-118.36029057507827,13,6,0,0,0,0,0,0,0,5,9,5,0,19,Inglewood
108,90305,5,33.96043004,-118.32524698000002,3,2,0,0,0,0,0,0,1,2,1,0,1,5,Inglewood
109,90312,1,33.960445,-118.375801,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Inglewood
110,90401,130,34.01587813575605,-118.49504966526328,18,92,17,3,0,0,0,2,7,26,73,21,1,130,Santa Monica
111,90402,8,34.03501902429931,-118.50473892552463,0,6,1,1,0,0,0,0,0,4,3,1,0,8,Los Angeles
112,90403,56,34.030134635945316,-118.49076025309557,10,39,6,1,0,0,0,0,2,16,26,10,2,56,Santa Monica
113,90404,20,34.02687444962304,-118.47627309093016,7,13,0,0,0,0,0,0,0,4,11,3,2,20,Santa Monica
114,90405,66,34.012028318543145,-118.47135119863613,14,50,1,1,0,0,0,0,0,8,38,18,2,66,Santa Monica
115,90407,1,34.028893,-118.47246100000001,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Santa Monica
116,90501,77,33.829253211244975,-118.31187324272932,31,41,5,0,0,0,0,0,2,13,40,20,2,77,Los Angeles
117,90502,11,33.82993523419368,-118.29250826186575,5,6,0,0,0,0,0,1,1,4,4,1,0,11,Torrance
118,90503,55,33.8367838580672,-118.35301527154529,23,32,0,0,0,0,0,0,6,12,27,9,1,55,Torrance
119,90504,23,33.871402027021325,-118.32620496058941,10,12,1,0,0,0,0,0,0,5,9,8,1,23,Torrance
120,90505,80,33.804223649058216,-118.34055162686052,20,59,1,0,0,0,0,0,2,14,47,15,2,80,Torrance
121,90601,42,33.985500459854634,-118.04135485438933,17,24,1,0,0,0,0,0,0,5,18,17,2,42,Whittier
122,90602,27,33.973228518283925,-118.04239748367564,10,17,0,0,0,0,0,0,0,3,14,10,0,27,Los Angeles
123,90603,34,33.94231287824428,-117.9922004060098,8,26,0,0,0,0,0,0,2,7,16,9,0,34,Whittier
124,90604,7,33.93286870807985,-118.01612033574402,5,2,0,0,0,0,0,0,0,1,3,3,0,7,Whittier
125,90605,20,33.95251079403116,-118.02953200514555,9,11,0,0,0,0,0,0,2,2,13,3,0,20,Whittier
126,90606,11,33.9723623140239,-118.06812527194538,7,4,0,0,0,0,0,0,0,5,3,3,0,11,Whittier
127,90620,35,33.84385769893701,-118.0072136156478,13,19,3,0,0,0,0,0,1,4,19,11,0,35,Buena Park
128,90621,77,33.872748291747605,-117.99657427899854,23,53,1,0,0,0,0,0,2,18,35,22,0,77,Buena Park
129,90623,21,33.8504233031799,-118.04098227909022,13,8,0,0,0,0,0,0,2,4,7,8,0,21,La Palma
130,90630,59,33.81736644635089,-118.03532785349655,29,30,0,0,0,0,0,0,0,12,23,22,2,59,Cypress
131,90631,47,33.933128209314546,-117.95395876652769,24,22,1,0,0,0,0,0,0,5,18,23,1,47,La Habra
132,90638,29,33.906592947009415,-118.00899213898126,15,13,1,0,0,0,0,0,0,5,13,8,3,29,La Mirada
133,90639,2,33.9090252,-118.02034455,0,1,1,0,0,0,0,0,0,0,2,0,0,2,La Mirada
134,90640,41,34.01390039063713,-118.11661937763354,23,18,0,0,0,0,0,0,1,9,16,13,2,41,Montebello
135,90650,31,33.903443765259645,-118.07595604660327,22,9,0,0,0,0,0,0,0,1,19,11,0,31,Norwalk
136,90651,1,33.887888765483,-118.081335204117,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Norwalk
137,90660,39,33.987434603405234,-118.09356641579987,25,12,2,0,0,0,0,0,1,6,18,14,0,39,Pico Rivera
138,90670,10,33.92447698638165,-118.0547363183008,7,3,0,0,0,0,0,0,0,0,2,6,2,10,Santa Fe Springs
139,90680,24,33.801530846092696,-118.00050517775067,12,10,2,0,0,0,0,0,0,1,12,11,0,24,Stanton
140,90701,72,33.86482660781431,-118.08114628751461,31,41,0,0,0,0,0,0,1,10,37,22,2,72,Artesia
141,90703,78,33.86131355469138,-118.08228859496823,30,48,0,0,0,0,0,0,2,11,41,24,0,78,Cerritos
142,90704,5,33.413855227815226,-118.4488914773428,0,5,0,0,0,0,0,0,0,2,2,1,0,5,Avalon
143,90706,43,33.88582440315406,-118.12711748368912,22,21,0,0,0,0,0,0,0,5,21,16,1,43,Bellflower
144,90710,35,33.79431274854654,-118.30091305395386,22,13,0,0,0,0,0,2,5,7,10,11,0,35,Harbor City
145,90711,1,33.8603,-118.14372,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Lakewood
146,90712,27,33.84617786096233,-118.14737359367597,8,19,0,0,0,0,0,0,0,8,10,8,1,27,Lakewood
147,90713,14,33.85368226184909,-118.11940793031887,7,7,0,0,0,0,0,0,0,1,8,5,0,14,Lakewood
148,90715,21,33.840906641866376,-118.07939495307417,11,10,0,0,0,0,0,0,3,7,4,7,0,21,Lakewood
149,90716,37,33.83102768121504,-118.0725560550209,23,14,0,0,0,1,0,4,5,6,13,7,1,37,Hawaiian Gardens
150,90717,53,33.79427681973578,-118.31809287502108,23,29,1,0,0,0,0,2,3,13,21,14,0,53,Lomita
151,90720,42,33.80455295804426,-118.06618213888831,21,20,1,0,0,0,0,0,1,4,24,12,1,42,Los Alamitos
152,90723,40,33.88782331730942,-118.15531993390854,17,23,0,0,0,0,1,0,3,4,16,12,4,40,Paramount
153,90731,80,33.73772407301581,-118.28903162716327,36,44,0,0,0,0,0,0,8,21,27,22,2,80,San Pedro
154,90732,15,33.73508713046884,-118.31076785442787,7,8,0,0,0,0,0,0,0,3,10,2,0,15,San Pedro
155,90740,27,33.7468987751205,-118.10072571957282,10,16,1,0,0,0,0,0,0,0,20,5,2,27,Seal Beach
156,90742,12,33.71982768667899,-118.07294843338559,5,6,1,0,0,0,0,0,0,1,8,3,0,12,Sunset Beach
157,90743,1,33.724493,-118.078405,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Seal Beach
158,90744,45,33.78419983010417,-118.26597731087101,38,7,0,0,0,0,1,0,3,4,18,16,3,45,Wilmington
159,90745,41,33.82148400879552,-118.27141883911668,27,13,1,0,0,0,1,1,4,9,15,11,0,41,Carson
160,90746,22,33.85748237902131,-118.26342529719817,11,11,0,0,0,0,0,1,2,7,7,4,1,22,Carson
161,90749,1,33.807751,-118.272116,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Carson
162,90755,12,33.802585472762765,-118.1645350143916,5,6,1,0,0,0,0,0,0,2,6,4,0,12,Signal Hill
163,90801,1,33.7624390089761,-118.197011612356,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Long Beach
164,90802,100,33.76816674881023,-118.18885161235028,18,74,8,0,0,0,0,0,2,23,50,20,5,100,Long Beach
165,90803,83,33.76110619460325,-118.13151934463001,13,67,2,1,0,0,0,0,1,9,52,20,1,83,Long Beach
166,90804,37,33.78218506668221,-118.14974777783583,21,15,1,0,0,0,0,0,0,8,20,9,0,37,Long Beach
167,90805,18,33.86129360876593,-118.17958644813939,12,6,0,0,0,0,0,0,0,1,9,8,0,18,Long Beach
168,90806,14,33.796456992713146,-118.19044398097742,11,3,0,0,0,0,0,0,0,3,5,4,2,14,Long Beach
169,90807,52,33.827340364506625,-118.18264731392838,15,37,0,0,0,0,0,0,1,8,25,17,1,52,Long Beach
170,90808,35,33.82884446801513,-118.11025118247349,21,14,0,0,0,0,0,1,1,9,18,5,1,35,Long Beach
171,90810,11,33.80502459119609,-118.21371292442937,9,2,0,0,0,0,0,0,0,1,1,9,0,11,Long Beach
172,90813,12,33.783622491505305,-118.19045909761674,8,4,0,0,0,0,0,0,0,1,5,6,0,12,Long Beach
173,90814,24,33.77171158444646,-118.15432863216921,10,14,0,0,0,0,0,0,0,2,11,10,1,24,Long Beach
174,90815,30,33.79551837172634,-118.12679364586357,15,15,0,0,0,0,0,0,0,3,18,9,0,30,Long Beach
175,90846,1,33.8291301973248,-118.145023025572,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Long Beach
176,90899,1,33.854909899999996,-118.19651,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Long Beach
177,90903,1,46.5703590560471,-120.47782503068399,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Yakima
178,91001,22,34.187278070333,-118.13751910264709,11,11,0,0,0,0,0,0,0,4,9,7,2,22,Pasadena
179,91003,1,34.186832,-118.159722,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Altadena
180,91006,35,34.13486447836,-118.02712896291219,16,18,1,0,0,0,0,0,0,9,19,6,1,35,Arcadia
181,91007,66,34.147597155207976,-118.05236319565518,34,30,2,0,0,0,0,0,6,20,34,4,2,66,Arcadia
182,91010,44,34.13897699819096,-117.97114529832108,29,15,0,0,0,0,0,3,5,14,13,8,1,44,Duarte
183,91011,37,34.21133608262951,-118.20448215589988,16,20,1,0,0,0,0,3,1,11,13,9,0,37,La Cañada Flintridge
184,91012,1,34.2067719,-118.20561129999999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,La Canada Flintridge
185,91016,98,34.144671952573354,-118.00415672255308,45,53,0,0,0,0,0,0,11,21,41,24,1,98,Monrovia
186,91020,43,34.20632868297822,-118.22861076568687,12,31,0,0,0,0,0,0,2,10,23,7,1,43,Montrose
187,91024,20,34.16255504312201,-118.05419384164384,9,11,0,0,0,0,0,0,0,4,9,7,0,20,Sierra Madre
188,91030,35,34.114869430867614,-118.15432601138149,12,22,1,0,0,0,0,0,0,7,21,7,0,35,South Pasadena
189,91031,1,34.1160114,-118.15729089999999,0,1,0,0,0,0,0,0,0,0,1,0,0,1,South Pasadena
190,91040,21,34.25116166011623,-118.31428033590093,10,11,0,0,0,0,0,0,0,2,9,9,1,21,Sunland
191,91042,18,34.248293908988174,-118.2836019682604,11,7,0,0,0,0,0,0,0,1,9,7,1,18,Los Angeles
192,91101,85,34.14489367758172,-118.13600104233538,23,55,6,1,0,0,0,0,2,14,48,20,1,85,Pasadena
193,91103,43,34.14869539850327,-118.14993347435765,9,32,2,0,0,0,0,0,0,11,22,10,0,43,Pasadena
194,91104,65,34.168164063886934,-118.1273128120877,37,26,2,0,0,0,0,0,6,15,28,13,3,65,Pasadena
195,91105,89,34.141758099779274,-118.14685032465142,18,64,6,1,0,0,0,0,3,13,48,22,3,89,Pasadena
196,91106,37,34.145540917014564,-118.12210037115996,16,18,2,1,0,0,0,0,0,5,20,11,1,37,Pasadena
197,91107,59,34.14960017580201,-118.09108518761269,25,34,0,0,0,0,0,0,1,13,29,12,4,59,Pasadena
198,91108,4,34.1204848365175,-118.11347174825501,1,2,1,0,0,0,0,0,0,0,4,0,0,4,San Marino
199,91201,28,34.16843550283168,-118.2893101099504,10,17,0,1,0,0,0,0,1,4,5,17,1,28,Glendale
200,91202,18,34.16197855414105,-118.26727225824769,8,10,0,0,0,0,0,0,0,0,11,7,0,18,Glendale
201,91203,60,34.15043226349369,-118.25712263774965,20,39,1,0,0,0,0,0,5,12,28,12,3,60,Glendale
202,91204,48,34.1400876472563,-118.25791308695919,22,24,2,0,0,0,0,0,2,8,18,16,4,48,Glendale
203,91205,45,34.14141596993548,-118.24604521252864,16,27,2,0,0,0,0,1,3,2,21,16,2,45,Glendale
204,91206,18,34.14995090906322,-118.2433180111507,4,13,1,0,0,0,0,0,0,4,6,8,0,18,Glendale
205,91207,2,34.158333432398,-118.24865326242849,1,1,0,0,0,0,0,0,0,0,0,2,0,2,Glendale
206,91208,13,34.198725047932264,-118.22854481614992,4,9,0,0,0,0,0,0,0,1,8,4,0,13,Glendale
207,91209,1,34.1482076597257,-118.25676083564801,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Glendale
208,91210,40,34.14465283684207,-118.25694855348415,16,24,0,0,0,0,0,1,9,13,15,2,0,40,Glendale
209,91214,38,34.2274100192185,-118.2484936412,24,14,0,0,0,0,0,0,1,11,10,14,2,38,La Crescenta-Montrose
210,91301,61,34.148176004035115,-118.76410452247357,20,41,0,0,0,0,2,4,4,12,23,14,2,61,Agoura Hills
211,91302,23,34.15037959630348,-118.66457601387876,2,18,3,0,0,0,0,0,1,3,10,7,2,23,Calabasas
212,91303,49,34.19785928572956,-118.60308051742595,27,21,0,1,0,0,0,0,2,6,23,13,5,49,Los Angeles
213,91304,20,34.21869525057118,-118.60265142794621,10,10,0,0,0,0,0,0,0,2,10,7,1,20,Los Angeles
214,91306,8,34.20691486973919,-118.57156656082611,5,3,0,0,0,0,0,0,0,0,2,5,1,8,Canoga Park
215,91307,10,34.19205747930982,-118.63344509812221,4,6,0,0,0,0,0,0,0,1,7,2,0,10,West Hills
216,91309,1,34.21917667,-118.62208333,1,0,0,0,0,0,0,0,0,0,0,1,0,1,West Hills
217,91310,1,34.452912948747,-118.61623904457,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Castaic
218,91311,38,34.25259633448165,-118.59411004762876,13,25,0,0,0,0,0,0,1,3,20,11,3,38,Los Angeles
219,91312,1,34.253839,-118.5797051,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Chatsworth
220,91316,40,34.16185552896057,-118.51296842486715,6,33,1,0,0,0,0,0,2,8,19,9,2,40,Encino
221,91320,53,34.18338050302465,-118.93265234862274,19,33,1,0,0,0,0,0,1,8,26,16,2,53,Newbury Park
222,91321,42,34.38423879353693,-118.52180885522277,14,28,0,0,0,0,0,0,1,8,16,16,1,42,Santa Clarita
223,91322,1,34.443924671049,-118.51079256579901,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Santa Clarita
224,91324,94,34.24163860090247,-118.54790180970282,36,58,0,0,1,0,0,1,4,12,44,29,3,94,Northridge
225,91325,31,34.23807565691876,-118.52061878514066,16,15,0,0,0,0,0,0,0,7,12,11,1,31,Northridge
226,91326,22,34.27110708063742,-118.55591231617187,9,13,0,0,0,0,0,2,1,7,8,4,0,22,Los Angeles
227,91330,1,34.239682,-118.525401,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Los Angeles
228,91331,32,34.25945841684348,-118.42343245294597,21,11,0,0,0,0,0,0,1,7,10,13,1,32,Pacoima
229,91335,46,34.20080512657412,-118.54555592266182,24,22,0,0,0,0,0,0,1,8,20,15,2,46,Reseda
230,91337,1,34.192744299999994,-118.5621051,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Reseda
231,91340,64,34.28638042355021,-118.43874908071885,41,23,0,0,0,0,1,5,7,15,18,15,3,64,San Fernando
232,91342,42,34.30584495376279,-118.4370316920215,28,14,0,0,0,0,0,0,2,12,20,6,2,42,Sylmar
233,91343,28,34.23112634582094,-118.47844663804695,18,9,1,0,0,0,0,0,1,10,8,8,1,28,Los Angeles
234,91344,47,34.26619311349426,-118.50818250393637,19,27,1,0,0,0,0,0,1,8,22,13,3,47,Granada Hills
235,91345,19,34.262235090353514,-118.4678959019111,11,8,0,0,0,0,0,1,2,9,2,3,2,19,Mission Hills
236,91350,41,34.43491735707218,-118.5232022722508,13,28,0,0,0,0,0,1,2,8,21,8,1,41,Santa Clarita
237,91351,76,34.41774159470797,-118.46936490550692,38,38,0,0,0,0,2,5,12,16,23,11,7,76,Santa Clarita
238,91352,11,34.21944674525616,-118.37747433808536,6,5,0,0,1,0,0,0,0,0,3,4,3,11,Los Angeles
