,Unnamed: 0,zip_code,count,latitude,longitude,Price_1,Price_2,Price_3,Price_4,Rating_1,Rating_1.5,Rating_2,Rating_2.5,Rating_3,Rating_3.5,Rating_4,Rating_4.5,Rating_5,count_businesses,city
1,1,90001,30,33.97652996342571,-118.24922960392678,18,12,0,0,0,0,0,0,0,6,8,13,3,30,Los Angeles
2,2,90002,4,33.948102225,-118.248582275,3,1,0,0,0,0,0,0,0,0,3,1,0,4,Los Angeles
3,3,90003,20,33.97190627878417,-118.27253932256346,16,4,0,0,0,0,0,1,1,3,7,7,1,20,Los Angeles
4,4,90004,29,34.076563012499825,-118.31033147603272,10,19,0,0,0,0,0,0,0,1,19,6,3,29,Los Angeles
5,5,90005,45,34.0590833702854,-118.29883462561476,11,33,1,0,0,0,0,0,1,6,23,15,0,45,Los Angeles
6,6,90006,60,34.04931887293776,-118.29643691357128,22,37,1,0,0,0,0,0,0,11,28,21,0,60,Los Angeles
7,7,90007,91,34.02579328299164,-118.28317041898032,50,41,0,0,0,0,0,4,10,22,26,25,4,91,Los Angeles
8,8,90008,30,34.00900099124261,-118.33220868980888,16,14,0,0,0,2,2,2,1,7,7,7,2,30,Los Angeles
9,9,90010,34,34.061804977851104,-118.30319744479463,13,20,1,0,0,0,0,0,0,2,19,13,0,34,Los Angeles
10,10,90011,30,34.003180940413266,-118.2629341063102,23,6,1,0,0,0,0,0,0,1,8,16,5,30,Los Angeles
11,11,90012,125,34.055361400496714,-118.23965447948879,43,69,11,2,0,0,0,0,1,24,65,32,3,125,Los Angeles
12,12,90013,105,34.04726812375652,-118.24479296522827,27,71,5,2,0,0,0,0,1,12,55,34,3,105,Los Angeles
13,13,90014,54,34.044896001206034,-118.25276107988176,11,40,1,2,0,0,0,0,1,8,25,17,3,54,Los Angeles
14,14,90015,48,34.04150787742505,-118.26235210609484,12,29,6,1,0,0,0,0,1,10,20,14,3,48,Los Angeles
15,15,90016,25,34.029732880441784,-118.34356658262944,9,16,0,0,0,0,1,1,2,2,15,3,1,25,Los Angeles
16,16,90017,105,34.050879798248076,-118.262324709184,42,53,8,2,0,0,2,2,6,29,43,20,3,105,Los Angeles
17,17,90018,32,34.033030024393994,-118.31494878794314,23,8,1,0,0,0,0,1,3,8,11,8,1,32,Los Angeles
18,18,90019,63,34.0500232456072,-118.3379185378689,29,32,2,0,0,0,0,0,1,12,23,27,0,63,Los Angeles
19,19,90020,60,34.064826081562636,-118.30056771234743,13,44,2,1,0,0,0,0,0,4,33,22,1,60,Los Angeles
20,20,90021,32,34.033566050849764,-118.23581516698708,9,20,2,1,0,0,0,0,0,1,10,17,4,32,Los Angeles
21,21,90022,36,34.02744859424704,-118.155193437386,22,14,0,0,0,0,0,0,0,2,15,15,4,36,Los Angeles
22,22,90023,14,34.02705311174902,-118.2096088039912,10,4,0,0,0,0,0,0,0,1,5,7,1,14,Los Angeles
23,23,90024,89,34.06000635677735,-118.4427050146203,29,56,4,0,0,0,0,0,7,25,42,14,1,89,Los Angeles
24,24,90025,89,34.04395383987653,-118.44703787164222,21,60,5,3,0,0,0,0,0,18,53,14,4,89,Los Angeles
25,25,90026,72,34.079412266060984,-118.26632272911034,28,42,2,0,0,0,2,0,1,9,35,22,3,72,Los Angeles
26,26,90027,71,34.10378717327188,-118.29160256351379,19,51,1,0,0,0,0,0,0,14,33,21,3,71,Los Angeles
27,27,90028,99,34.13334238471312,-118.34104278390713,30,56,12,1,0,0,0,1,1,16,48,33,0,99,Los Angeles
28,28,90029,38,34.090059151553575,-118.29098377739362,10,26,1,1,0,0,0,0,0,2,16,19,1,38,Los Angeles
29,29,90031,22,34.07212592397424,-118.21181427944626,17,5,0,0,0,0,0,0,1,2,8,10,1,22,Los Angeles
30,30,90032,67,34.079634603821866,-118.17402836613,56,11,0,0,0,2,1,5,5,14,18,16,6,67,Los Angeles
31,31,90033,64,34.047541916951744,-118.21174522407392,47,17,0,0,0,0,0,0,1,5,22,25,11,64,Los Angeles
32,32,90034,37,34.02549451806356,-118.40355179401695,14,21,0,2,0,0,0,0,0,6,20,11,0,37,Los Angeles
33,33,90035,39,34.054236839571644,-118.38375122947588,6,31,2,0,0,0,0,0,0,8,16,14,1,39,Los Angeles
34,34,90036,77,34.070204865118406,-118.35199614639326,13,59,5,0,0,0,0,0,1,14,42,17,3,77,Los Angeles
35,35,90037,32,34.00568974515301,-118.28785939617579,20,12,0,0,0,1,1,0,1,10,8,7,4,32,Los Angeles
36,36,90038,39,34.087671398288705,-118.3315960523464,9,21,6,3,0,0,0,0,0,1,25,13,0,39,Los Angeles
37,37,90039,38,34.11451936965506,-118.26071717032795,9,27,2,0,0,0,0,0,0,6,20,11,1,38,Los Angeles
38,38,90040,14,33.99613829837722,-118.16145605082173,8,6,0,0,0,0,0,0,1,2,2,8,1,14,Commerce
39,39,90041,88,34.1359411449118,-118.21026349367679,41,47,0,0,0,0,0,1,6,16,34,30,1,88,Los Angeles
40,40,90042,94,34.11442805393368,-118.19589784057304,49,44,1,0,0,0,0,1,5,14,43,28,3,94,Los Angeles
41,41,90043,24,33.98659982079089,-118.33325528866041,14,10,0,0,0,0,0,1,3,5,11,3,1,24,Los Angeles
42,42,90044,15,33.97117260935552,-118.29244881112892,12,3,0,0,0,0,1,1,0,6,3,4,0,15,Los Angeles
43,43,90045,77,33.959169418823606,-118.3983476388506,24,51,2,0,0,0,0,1,5,22,33,11,5,77,Los Angeles
44,44,90046,45,34.09081358530878,-118.35557094172887,3,38,4,0,0,0,0,0,0,8,20,15,2,45,Los Angeles
45,45,90047,25,33.972770864574684,-118.30930738777481,16,9,0,0,0,1,1,2,1,5,9,4,2,25,Los Angeles
46,46,90048,68,34.073430520286735,-118.3742331832024,4,44,17,3,0,0,0,0,0,7,39,20,2,68,Los Angeles
47,47,90049,24,34.061144217213176,-118.46957063381764,1,13,8,2,0,0,0,0,0,2,16,6,0,24,Los Angeles
48,48,90056,4,33.98762593418458,-118.36312684989677,0,4,0,0,0,0,0,0,0,0,1,2,1,4,Los Angeles
49,49,90057,63,34.063810416607126,-118.27770281464502,48,13,0,2,0,0,3,4,6,11,21,14,4,63,Los Angeles
50,50,90058,7,34.004131039968826,-118.22111044585728,4,3,0,0,0,0,0,0,0,0,3,4,0,7,Vernon
51,51,90059,13,33.929909442534885,-118.24364232561716,9,4,0,0,0,0,0,0,2,2,4,3,2,13,Los Angeles
52,52,90061,8,33.92108442041404,-118.26901069872999,6,2,0,0,0,0,0,0,0,3,1,3,1,8,Los Angeles
53,53,90062,20,34.007518855301235,-118.30844279090654,14,6,0,0,0,1,1,1,2,5,6,3,1,20,Los Angeles
54,54,90063,17,34.046325051011905,-118.18694847658007,12,5,0,0,0,0,0,2,0,0,9,5,1,17,Los Angeles
55,55,90064,38,34.037576932205354,-118.43295611808962,9,26,1,2,0,0,0,1,0,7,18,12,0,38,Los Angeles
56,56,90065,14,34.110651408643946,-118.22772771399192,8,6,0,0,0,0,0,0,0,0,7,6,1,14,Los Angeles
57,57,90066,56,33.995998058165085,-118.42886457929696,13,41,2,0,0,0,0,0,0,7,32,16,1,56,Los Angeles
58,58,90067,83,34.059266871353934,-118.41788124923895,23,50,10,0,0,0,1,3,15,25,30,6,3,83,Los Angeles
59,59,90068,9,34.12497006351434,-118.34730281934964,1,7,1,0,0,0,0,0,0,1,2,5,1,9,Los Angeles
60,60,90069,78,34.08822292705171,-118.38037490931966,6,48,21,3,0,0,0,0,0,26,39,13,0,78,Los Angeles
61,61,90071,38,34.051585665035105,-118.25483087639496,8,23,5,2,0,0,0,0,0,12,17,7,2,38,Los Angeles
62,62,90077,10,34.12128228,-118.4486173,1,5,3,1,0,0,0,0,0,2,6,2,0,10,Los Angeles
64,64,90094,19,33.976898974857605,-118.41527315129109,3,16,0,0,0,0,0,0,1,5,10,2,1,19,Los Angeles
68,68,90201,31,33.973546783258755,-118.18183996129497,18,13,0,0,0,0,0,0,1,5,14,10,1,31,Bell
70,70,90210,56,34.06940332991953,-118.40457291475538,2,28,13,13,0,0,0,0,2,16,26,12,0,56,Beverly Hills
71,71,90211,22,34.065818565082694,-118.3802698068306,4,10,5,3,0,0,0,0,0,0,13,7,2,22,Beverly Hills
72,72,90212,51,34.06429588020762,-118.4014511027368,3,28,14,6,0,0,0,0,0,9,24,15,3,51,Beverly Hills
73,73,90220,22,33.883837950043464,-118.2336182822247,18,4,0,0,0,0,0,0,0,2,9,8,3,22,Compton
74,74,90221,18,33.895736560203574,-118.2062776558958,15,3,0,0,0,0,0,0,0,4,5,6,3,18,Compton
75,75,90222,9,33.91053407127484,-118.23339550060288,7,2,0,0,0,0,0,0,2,0,4,3,0,9,Compton
76,76,90230,52,33.99621015850661,-118.40368209356078,27,25,0,0,0,0,0,1,5,18,15,11,2,52,Culver City
77,77,90232,80,34.01783411951964,-118.38911290459892,14,63,2,1,0,0,0,0,0,16,48,13,3,80,Costa Mesa
78,78,90240,30,33.95498516936748,-118.11973676458523,12,18,0,0,0,0,0,0,0,9,12,9,0,30,Downey
79,79,90241,53,33.94005238749818,-118.13179652960024,23,30,0,0,0,0,0,1,4,14,23,11,0,53,Downey
80,80,90242,29,33.922021211149676,-118.13734069656289,13,15,1,0,0,0,0,1,0,7,13,8,0,29,Downey
81,81,90245,62,33.91492992894952,-118.40205112661512,17,44,1,0,0,0,0,0,0,9,37,15,1,62,El Segundo
82,82,90247,70,33.88714536477817,-118.30394349917064,28,42,0,0,0,0,0,1,4,9,37,17,2,70,Gardena
83,83,90248,33,33.87293425019573,-118.29763474220208,15,15,3,0,0,0,0,0,3,2,20,7,1,33,Carson
84,84,90249,46,33.89525287661052,-118.31344992471529,21,25,0,0,0,0,0,0,0,5,26,15,0,46,Gardena
85,85,90250,36,33.913129436959856,-118.35174573315443,18,18,0,0,0,0,0,0,0,9,19,8,0,36,Hawthorne
86,86,90254,65,33.86174968012371,-118.39784323812559,17,43,5,0,0,0,0,0,1,16,28,20,0,65,Hermosa Beach
87,87,90255,62,33.97883191502173,-118.22185574396885,42,20,0,0,0,0,0,0,4,15,20,18,5,62,Huntington Park
88,88,90260,26,33.891181366370766,-118.35315977900915,13,13,0,0,0,0,0,0,0,2,9,13,2,26,Lawndale
89,89,90262,35,33.929542493909786,-118.20681035684478,22,13,0,0,0,0,0,0,3,13,13,6,0,35,Lynwood
91,91,90265,26,34.03433032942266,-118.72130237564741,2,19,3,2,0,0,0,0,1,5,18,2,0,26,Malibu
92,92,90266,77,33.88965367474973,-118.4035595870463,16,51,9,1,0,0,0,0,2,15,44,16,0,77,Manhattan Beach
93,93,90270,22,33.987743989034236,-118.18681449448273,17,5,0,0,0,0,0,0,1,4,9,7,1,22,Maywood
94,94,90272,5,34.050586910068056,-118.5393755045022,2,2,1,0,0,0,0,0,1,0,1,2,1,5,Pacific Palisades
95,95,90274,14,33.7748699589608,-118.3717998727236,4,10,0,0,0,0,0,0,0,2,8,3,1,14,Rolling Hills Estate
96,96,90275,25,33.72049963481409,-118.29557859860357,4,16,3,2,0,0,0,0,2,10,9,4,0,25,Solana Beach
97,97,90277,90,33.834130872535745,-118.38730180641753,20,65,5,0,0,0,0,0,1,15,39,33,2,90,Redondo Beach
98,98,90278,36,33.8769496721944,-118.36675981390799,13,23,0,0,0,0,0,0,0,6,18,11,1,36,Redondo Beach
99,99,90280,44,33.945493115171026,-118.1974263886708,29,15,0,0,0,0,0,0,3,7,20,11,3,44,South Gate
100,100,90290,6,34.09623199909112,-118.60327776388318,1,4,1,0,0,0,0,0,0,1,4,0,1,6,Los Angeles
101,101,90291,78,33.99339725848334,-118.46659777961531,19,52,7,0,0,0,0,0,1,20,33,23,1,78,Venice
102,102,90292,57,33.98322944110963,-118.44889689925523,9,40,8,0,0,0,0,0,5,14,29,9,0,57,Marina Del Rey
103,103,90293,20,33.956658640691856,-118.44550292154995,5,14,1,0,0,0,0,0,0,3,13,4,0,20,Playa Del Rey
104,104,90301,49,33.95974643468897,-118.35618839919444,28,21,0,0,0,0,0,0,3,8,22,15,1,49,Inglewood
105,105,90302,21,33.97544870948393,-118.35930402046812,6,15,0,0,0,0,0,0,1,5,7,6,2,21,Inglewood
106,106,90303,12,33.93808864771968,-118.33310580720699,6,6,0,0,0,0,1,1,1,3,5,1,0,12,Inglewood
107,107,90304,19,33.9380969876644,-118.36029057507828,13,6,0,0,0,0,0,0,0,5,9,5,0,19,Inglewood
108,108,90305,5,33.96043004,-118.32524698000002,3,2,0,0,0,0,0,0,1,2,1,0,1,5,Inglewood
110,110,90401,130,34.01587813575605,-118.4950496652633,18,92,17,3,0,0,0,2,7,26,73,21,1,130,Santa Monica
111,111,90402,8,34.03501902429931,-118.50473892552463,0,6,1,1,0,0,0,0,0,4,3,1,0,8,Los Angeles
112,112,90403,56,34.03013463594532,-118.49076025309557,10,39,6,1,0,0,0,0,2,16,26,10,2,56,Santa Monica
113,113,90404,20,34.026874449623044,-118.47627309093016,7,13,0,0,0,0,0,0,0,4,11,3,2,20,Santa Monica
114,114,90405,66,34.012028318543145,-118.47135119863613,14,50,1,1,0,0,0,0,0,8,38,18,2,66,Santa Monica
116,116,90501,77,33.82925321124497,-118.31187324272932,31,41,5,0,0,0,0,0,2,13,40,20,2,77,Los Angeles
117,117,90502,11,33.82993523419368,-118.29250826186576,5,6,0,0,0,0,0,1,1,4,4,1,0,11,Torrance
118,118,90503,55,33.8367838580672,-118.35301527154527,23,32,0,0,0,0,0,0,6,12,27,9,1,55,Torrance
119,119,90504,23,33.871402027021325,-118.32620496058941,10,12,1,0,0,0,0,0,0,5,9,8,1,23,Torrance
120,120,90505,80,33.804223649058216,-118.34055162686052,20,59,1,0,0,0,0,0,2,14,47,15,2,80,Torrance
121,121,90601,42,33.985500459854634,-118.04135485438931,17,24,1,0,0,0,0,0,0,5,18,17,2,42,Whittier
122,122,90602,27,33.973228518283925,-118.04239748367563,10,17,0,0,0,0,0,0,0,3,14,10,0,27,Los Angeles
123,123,90603,34,33.94231287824428,-117.99220040600979,8,26,0,0,0,0,0,0,2,7,16,9,0,34,Whittier
124,124,90604,7,33.93286870807985,-118.01612033574402,5,2,0,0,0,0,0,0,0,1,3,3,0,7,Whittier
125,125,90605,20,33.95251079403116,-118.02953200514557,9,11,0,0,0,0,0,0,2,2,13,3,0,20,Whittier
126,126,90606,11,33.9723623140239,-118.06812527194538,7,4,0,0,0,0,0,0,0,5,3,3,0,11,Whittier
127,127,90620,35,33.84385769893701,-118.0072136156478,13,19,3,0,0,0,0,0,1,4,19,11,0,35,Buena Park
128,128,90621,77,33.872748291747605,-117.99657427899855,23,53,1,0,0,0,0,0,2,18,35,22,0,77,Buena Park
129,129,90623,21,33.8504233031799,-118.04098227909022,13,8,0,0,0,0,0,0,2,4,7,8,0,21,La Palma
130,130,90630,59,33.81736644635089,-118.03532785349657,29,30,0,0,0,0,0,0,0,12,23,22,2,59,Cypress
131,131,90631,47,33.933128209314546,-117.95395876652769,24,22,1,0,0,0,0,0,0,5,18,23,1,47,La Habra
132,132,90638,29,33.90659294700941,-118.00899213898127,15,13,1,0,0,0,0,0,0,5,13,8,3,29,La Mirada
134,134,90640,41,34.01390039063713,-118.11661937763355,23,18,0,0,0,0,0,0,1,9,16,13,2,41,Montebello
135,135,90650,31,33.903443765259645,-118.07595604660328,22,9,0,0,0,0,0,0,0,1,19,11,0,31,Norwalk
137,137,90660,39,33.987434603405234,-118.09356641579987,25,12,2,0,0,0,0,0,1,6,18,14,0,39,Pico Rivera
138,138,90670,10,33.92447698638165,-118.0547363183008,7,3,0,0,0,0,0,0,0,0,2,6,2,10,Santa Fe Springs
139,139,90680,24,33.801530846092696,-118.00050517775068,12,10,2,0,0,0,0,0,0,1,12,11,0,24,Stanton
140,140,90701,72,33.86482660781431,-118.08114628751458,31,41,0,0,0,0,0,0,1,10,37,22,2,72,Artesia
141,141,90703,78,33.86131355469138,-118.08228859496825,30,48,0,0,0,0,0,0,2,11,41,24,0,78,Cerritos
142,142,90704,5,33.413855227815226,-118.4488914773428,0,5,0,0,0,0,0,0,0,2,2,1,0,5,Avalon
143,143,90706,43,33.88582440315406,-118.12711748368912,22,21,0,0,0,0,0,0,0,5,21,16,1,43,Bellflower
144,144,90710,35,33.79431274854654,-118.30091305395386,22,13,0,0,0,0,0,2,5,7,10,11,0,35,Harbor City
146,146,90712,27,33.84617786096233,-118.14737359367595,8,19,0,0,0,0,0,0,0,8,10,8,1,27,Lakewood
147,147,90713,14,33.85368226184909,-118.11940793031887,7,7,0,0,0,0,0,0,0,1,8,5,0,14,Lakewood
148,148,90715,21,33.840906641866376,-118.07939495307416,11,10,0,0,0,0,0,0,3,7,4,7,0,21,Lakewood
149,149,90716,37,33.83102768121504,-118.07255605502091,23,14,0,0,0,1,0,4,5,6,13,7,1,37,Hawaiian Gardens
150,150,90717,53,33.79427681973578,-118.31809287502108,23,29,1,0,0,0,0,2,3,13,21,14,0,53,Lomita
151,151,90720,42,33.80455295804426,-118.06618213888832,21,20,1,0,0,0,0,0,1,4,24,12,1,42,Los Alamitos
152,152,90723,40,33.887823317309426,-118.15531993390854,17,23,0,0,0,0,1,0,3,4,16,12,4,40,Paramount
153,153,90731,80,33.73772407301581,-118.28903162716328,36,44,0,0,0,0,0,0,8,21,27,22,2,80,San Pedro
154,154,90732,15,33.73508713046884,-118.31076785442787,7,8,0,0,0,0,0,0,0,3,10,2,0,15,San Pedro
155,155,90740,27,33.7468987751205,-118.10072571957281,10,16,1,0,0,0,0,0,0,0,20,5,2,27,Seal Beach
156,156,90742,12,33.71982768667899,-118.0729484333856,5,6,1,0,0,0,0,0,0,1,8,3,0,12,Sunset Beach
157,157,90743,1,33.724493,-118.078405,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Seal Beach
158,158,90744,45,33.78419983010417,-118.265977310871,38,7,0,0,0,0,1,0,3,4,18,16,3,45,Wilmington
159,159,90745,41,33.82148400879552,-118.27141883911669,27,13,1,0,0,0,1,1,4,9,15,11,0,41,Carson
160,160,90746,22,33.85748237902131,-118.26342529719817,11,11,0,0,0,0,0,1,2,7,7,4,1,22,Carson
162,162,90755,12,33.802585472762765,-118.16453501439159,5,6,1,0,0,0,0,0,0,2,6,4,0,12,Signal Hill
164,164,90802,100,33.76816674881023,-118.18885161235028,18,74,8,0,0,0,0,0,2,23,50,20,5,100,Long Beach
165,165,90803,83,33.76110619460325,-118.13151934463,13,67,2,1,0,0,0,0,1,9,52,20,1,83,Long Beach
166,166,90804,37,33.78218506668221,-118.14974777783584,21,15,1,0,0,0,0,0,0,8,20,9,0,37,Long Beach
167,167,90805,18,33.86129360876593,-118.1795864481394,12,6,0,0,0,0,0,0,0,1,9,8,0,18,Long Beach
168,168,90806,14,33.796456992713146,-118.19044398097742,11,3,0,0,0,0,0,0,0,3,5,4,2,14,Long Beach
169,169,90807,52,33.827340364506625,-118.18264731392837,15,37,0,0,0,0,0,0,1,8,25,17,1,52,Long Beach
170,170,90808,35,33.82884446801513,-118.11025118247349,21,14,0,0,0,0,0,1,1,9,18,5,1,35,Long Beach
171,171,90810,11,33.80502459119609,-118.21371292442936,9,2,0,0,0,0,0,0,0,1,1,9,0,11,Long Beach
172,172,90813,12,33.783622491505305,-118.19045909761672,8,4,0,0,0,0,0,0,0,1,5,6,0,12,Long Beach
173,173,90814,24,33.77171158444646,-118.15432863216921,10,14,0,0,0,0,0,0,0,2,11,10,1,24,Long Beach
174,174,90815,30,33.79551837172634,-118.12679364586357,15,15,0,0,0,0,0,0,0,3,18,9,0,30,Long Beach
178,178,91001,22,34.187278070333,-118.13751910264708,11,11,0,0,0,0,0,0,0,4,9,7,2,22,Pasadena
180,180,91006,35,34.13486447836,-118.0271289629122,16,18,1,0,0,0,0,0,0,9,19,6,1,35,Arcadia
181,181,91007,66,34.147597155207976,-118.05236319565519,34,30,2,0,0,0,0,0,6,20,34,4,2,66,Arcadia
182,182,91010,44,34.13897699819096,-117.97114529832108,29,15,0,0,0,0,0,3,5,14,13,8,1,44,Duarte
183,183,91011,37,34.211336082629515,-118.20448215589987,16,20,1,0,0,0,0,3,1,11,13,9,0,37,La Cañada Flintridge
185,185,91016,98,34.144671952573354,-118.00415672255308,45,53,0,0,0,0,0,0,11,21,41,24,1,98,Monrovia
186,186,91020,43,34.20632868297822,-118.22861076568688,12,31,0,0,0,0,0,0,2,10,23,7,1,43,Montrose
187,187,91024,20,34.16255504312201,-118.05419384164385,9,11,0,0,0,0,0,0,0,4,9,7,0,20,Sierra Madre
188,188,91030,35,34.11486943086761,-118.1543260113815,12,22,1,0,0,0,0,0,0,7,21,7,0,35,South Pasadena
190,190,91040,21,34.25116166011623,-118.31428033590092,10,11,0,0,0,0,0,0,0,2,9,9,1,21,Sunland
191,191,91042,18,34.248293908988174,-118.2836019682604,11,7,0,0,0,0,0,0,0,1,9,7,1,18,Los Angeles
192,192,91101,85,34.14489367758172,-118.13600104233538,23,55,6,1,0,0,0,0,2,14,48,20,1,85,Pasadena
193,193,91103,43,34.14869539850327,-118.14993347435764,9,32,2,0,0,0,0,0,0,11,22,10,0,43,Pasadena
194,194,91104,65,34.16816406388693,-118.12731281208771,37,26,2,0,0,0,0,0,6,15,28,13,3,65,Pasadena
195,195,91105,89,34.141758099779274,-118.14685032465141,18,64,6,1,0,0,0,0,3,13,48,22,3,89,Pasadena
196,196,91106,37,34.145540917014564,-118.12210037115996,16,18,2,1,0,0,0,0,0,5,20,11,1,37,Pasadena
197,197,91107,59,34.149600175802014,-118.09108518761269,25,34,0,0,0,0,0,0,1,13,29,12,4,59,Pasadena
198,198,91108,4,34.1204848365175,-118.11347174825501,1,2,1,0,0,0,0,0,0,0,4,0,0,4,San Marino
199,199,91201,28,34.16843550283168,-118.2893101099504,10,17,0,1,0,0,0,0,1,4,5,17,1,28,Glendale
200,200,91202,18,34.16197855414105,-118.26727225824769,8,10,0,0,0,0,0,0,0,0,11,7,0,18,Glendale
201,201,91203,60,34.15043226349369,-118.25712263774963,20,39,1,0,0,0,0,0,5,12,28,12,3,60,Glendale
202,202,91204,48,34.1400876472563,-118.2579130869592,22,24,2,0,0,0,0,0,2,8,18,16,4,48,Glendale
203,203,91205,45,34.14141596993548,-118.24604521252864,16,27,2,0,0,0,0,1,3,2,21,16,2,45,Glendale
204,204,91206,18,34.14995090906322,-118.2433180111507,4,13,1,0,0,0,0,0,0,4,6,8,0,18,Glendale
205,205,91207,2,34.158333432398,-118.24865326242849,1,1,0,0,0,0,0,0,0,0,0,2,0,2,Glendale
206,206,91208,13,34.198725047932264,-118.22854481614992,4,9,0,0,0,0,0,0,0,1,8,4,0,13,Glendale
208,208,91210,40,34.14465283684207,-118.25694855348415,16,24,0,0,0,0,0,1,9,13,15,2,0,40,Glendale
209,209,91214,38,34.2274100192185,-118.24849364120001,24,14,0,0,0,0,0,0,1,11,10,14,2,38,La Crescenta-Montrose
210,210,91301,61,34.148176004035115,-118.76410452247356,20,41,0,0,0,0,2,4,4,12,23,14,2,61,Agoura Hills
211,211,91302,23,34.15037959630348,-118.66457601387877,2,18,3,0,0,0,0,0,1,3,10,7,2,23,Calabasas
212,212,91303,49,34.197859285729564,-118.60308051742595,27,21,0,1,0,0,0,0,2,6,23,13,5,49,Los Angeles
213,213,91304,20,34.21869525057118,-118.6026514279462,10,10,0,0,0,0,0,0,0,2,10,7,1,20,Los Angeles
214,214,91306,8,34.20691486973919,-118.57156656082613,5,3,0,0,0,0,0,0,0,0,2,5,1,8,Canoga Park
215,215,91307,10,34.192057479309824,-118.6334450981222,4,6,0,0,0,0,0,0,0,1,7,2,0,10,West Hills
218,218,91311,38,34.25259633448165,-118.59411004762876,13,25,0,0,0,0,0,0,1,3,20,11,3,38,Los Angeles
220,220,91316,40,34.16185552896057,-118.51296842486715,6,33,1,0,0,0,0,0,2,8,19,9,2,40,Encino
221,221,91320,53,34.18338050302465,-118.93265234862274,19,33,1,0,0,0,0,0,1,8,26,16,2,53,Newbury Park
222,222,91321,42,34.38423879353693,-118.52180885522276,14,28,0,0,0,0,0,0,1,8,16,16,1,42,Santa Clarita
224,224,91324,94,34.24163860090247,-118.54790180970282,36,58,0,0,1,0,0,1,4,12,44,29,3,94,Northridge
225,225,91325,31,34.23807565691876,-118.52061878514064,16,15,0,0,0,0,0,0,0,7,12,11,1,31,Northridge
226,226,91326,22,34.27110708063742,-118.55591231617187,9,13,0,0,0,0,0,2,1,7,8,4,0,22,Los Angeles
228,228,91331,32,34.25945841684348,-118.42343245294596,21,11,0,0,0,0,0,0,1,7,10,13,1,32,Pacoima
229,229,91335,46,34.20080512657412,-118.54555592266182,24,22,0,0,0,0,0,0,1,8,20,15,2,46,Reseda
231,231,91340,64,34.28638042355021,-118.43874908071884,41,23,0,0,0,0,1,5,7,15,18,15,3,64,San Fernando
232,232,91342,42,34.30584495376279,-118.4370316920215,28,14,0,0,0,0,0,0,2,12,20,6,2,42,Sylmar
233,233,91343,28,34.23112634582094,-118.47844663804695,18,9,1,0,0,0,0,0,1,10,8,8,1,28,Los Angeles
234,234,91344,47,34.26619311349426,-118.50818250393637,19,27,1,0,0,0,0,0,1,8,22,13,3,47,Granada Hills
235,235,91345,19,34.26223509035352,-118.46789590191109,11,8,0,0,0,0,0,1,2,9,2,3,2,19,Mission Hills
236,236,91350,41,34.43491735707218,-118.5232022722508,13,28,0,0,0,0,0,1,2,8,21,8,1,41,Santa Clarita
237,237,91351,76,34.41774159470797,-118.46936490550692,38,38,0,0,0,0,2,5,12,16,23,11,7,76,Santa Clarita
238,238,91352,11,34.219446745256164,-118.37747433808536,6,5,0,0,1,0,0,0,0,0,3,4,3,11,Los Angeles
240,240,91354,17,34.450173815360394,-118.55736485081944,7,10,0,0,0,0,0,0,3,3,4,4,3,17,Los Angeles
241,241,91355,111,34.42680613642568,-118.56863955998327,41,67,1,2,0,3,2,7,10,25,46,17,1,111,Valencia
242,242,91356,54,34.17134959906593,-118.54571327255856,13,36,4,1,0,0,0,0,0,3,20,27,4,54,Tarzana
244,244,91360,47,34.18881741445272,-118.87388693332252,21,26,0,0,0,0,0,0,2,9,23,12,1,47,Thousand Oaks
245,245,91361,29,34.15192204029172,-118.82510595411415,4,21,4,0,0,0,0,0,2,7,11,9,0,29,Westlake Village
246,246,91362,99,34.19925822022222,-118.85614269289995,30,63,5,1,0,0,0,2,7,19,34,32,5,99,San Mateo
247,247,91364,66,34.166461587326275,-118.60237268740288,10,54,2,0,0,0,0,0,0,10,35,18,3,66,Woodland Hills
249,249,91367,43,34.18422641849028,-118.60257008887581,5,33,3,2,0,0,0,0,1,7,30,4,1,43,Woodland Hills
250,250,91377,11,34.18492888380338,-118.78523306722929,4,7,0,0,0,0,0,1,0,1,6,3,0,11,Oak Park
251,251,91381,14,34.389470168400514,-118.57382638660611,2,12,0,0,0,0,0,0,2,4,0,7,1,14,Stevenson Ranch
252,252,91384,40,34.485990373977145,-118.62104204329596,33,6,1,0,0,2,3,6,2,3,13,10,1,40,Castaic
253,253,91387,33,34.412754105329725,-118.44480608928862,13,19,1,0,0,0,0,4,5,3,11,8,2,33,Canyon Country
254,254,91390,10,34.47997581666327,-118.4202862995778,1,8,1,0,0,0,0,0,0,3,4,2,1,10,Agua Dulce
256,256,91401,38,34.17949404169464,-118.437830897627,15,23,0,0,0,0,0,0,0,5,17,12,4,38,Sherman Oaks
257,257,91402,38,34.22237332473118,-118.44483336522416,32,6,0,0,0,0,0,0,3,4,16,15,0,38,Panorama City
258,258,91403,66,34.15251914148977,-118.45537547658695,16,48,2,0,0,0,0,0,2,10,37,12,5,66,Sherman Oaks
259,259,91405,37,34.200728172316275,-118.45095323165847,23,14,0,0,0,0,0,0,1,5,17,13,1,37,Los Angeles
260,260,91406,30,34.20027634830934,-118.48975657692928,13,17,0,0,0,0,0,0,0,3,15,10,2,30,Van Nuys
